plyrid,perf_key,songid,gender,birthyear,lovetot,zone
70351731,70351731_35425066,_let_it_go,F,1988.0,9.0,ZH
70351731,70351731_47808940,_marry_you,F,1988.0,3.0,ZH
70351731,70351731_35086599,_summertime_sadness,F,1988.0,3.0,ZH
70351731,70351731_42245948,_because_of_you,F,1988.0,2.0,ZH
70351731,70351731_35087703,_say_something_great_big,F,1988.0,2.0,ZH
70351731,70351731_47785822,_when_i_was_your_man,F,1988.0,1.0,ZH
70351731,70351731_47807867,_just_the_way_you_are_bm,F,1988.0,1.0,ZH
70351731,70351731_42103937,_let_it_go,F,1988.0,1.0,ZH
70351731,70351731_47793122,_if_i_aint_got_you,F,1988.0,1.0,ZH
70351731,70351731_23961974,_the_climb,F,1988.0,1.0,ZH
70366197,70366197_40824894,_happy,F,1992.0,1.0,ES
70366197,70366197_41259492,_let_it_go,F,1992.0,0.0,ES
70366197,70366197_41433490,_let_it_go,F,1992.0,0.0,ES
70366197,70366197_41629933,_let_it_go,F,1992.0,0.0,ES
70366197,70366197_49014899,_happy,F,1992.0,0.0,ES
70366197,70366197_43227220,_let_it_go,F,1992.0,0.0,ES
70366197,70366197_41804302,_let_it_go,F,1992.0,0.0,ES
70366197,70366197_41304818,_let_it_go,F,1992.0,0.0,ES
70366197,70366197_41301672,_let_it_go,F,1992.0,0.0,ES
70366197,70366197_41628859,_let_it_go,F,1992.0,0.0,ES
70652717,70652717_40539936,_hush_little_baby,F,1992.0,3.0,EN
70652717,70652717_41160696,_when_a_man_loves_a_woman,F,1992.0,2.0,EN
70652717,70652717_36743990,_lights_ellie,F,1992.0,2.0,EN
70652717,70652717_32455938,_zombie,F,1992.0,1.0,EN
70652717,70652717_35426733,_the_way_you_look_tony,F,1992.0,1.0,EN
70652717,70652717_33105902,_love_me_again,F,1992.0,1.0,EN
70652717,70652717_47455480,_the_climb,F,1992.0,0.0,EN
70652717,70652717_49458910,_stay_with_me,F,1992.0,0.0,EN
70652717,70652717_49424281,_stay_with_me,F,1992.0,0.0,EN
70652717,70652717_32580240,_and_i_am_telling_you,F,1992.0,0.0,EN
70689366,70689366_23073154,_wake_me_up,M,1973.0,2.0,EN
70689366,70689366_23460401,_i_wont_give_up,M,1973.0,0.0,EN
70689366,70689366_21747999,_grenade,M,1973.0,0.0,EN
70689366,70689366_22506957,_counting_stars,M,1973.0,0.0,EN
70689366,70689366_21821589,_grenade,M,1973.0,0.0,EN
70689366,70689366_22485008,_i_wont_give_up,M,1973.0,0.0,EN
70689366,70689366_31517067,_drink_a_beer,M,1973.0,0.0,EN
70689366,70689366_23067987,_airplanes,M,1973.0,0.0,EN
70689366,70689366_21624147,_i_wont_give_up,M,1973.0,0.0,EN
70689366,70689366_22484270,_counting_stars,M,1973.0,0.0,EN
70854121,70854121_44407652,_the_edge_of_glory,F,1993.0,0.0,EN
70854121,70854121_44957450,_valerie,F,1993.0,0.0,EN
70854121,70854121_44755409,_wake_me_up,F,1993.0,0.0,EN
70854121,70854121_45288103,_applause,F,1993.0,0.0,EN
70854121,70854121_44766656,_i_believe_i_can_fly,F,1993.0,0.0,EN
70854121,70854121_44777774,_the_little_drummer_boy,F,1993.0,0.0,EN
70854121,70854121_44443027,_killing_me_softly,F,1993.0,0.0,EN
70854121,70854121_44771921,_you_and_i,F,1993.0,0.0,EN
70854121,70854121_44445327,_rehab,F,1993.0,0.0,EN
70854121,70854121_44545678,_i_wanna_dance_with_smbdy,F,1993.0,0.0,EN
70903164,70903164_31466836,_clarity,F,1992.0,25.0,DE
70903164,70903164_30829647,_let_it_go,F,1992.0,24.0,DE
70903164,70903164_30830264,_let_it_go,F,1992.0,22.0,DE
70903164,70903164_30832307,_let_it_go,F,1992.0,20.0,DE
70903164,70903164_45081601,_let_it_go,F,1992.0,14.0,DE
70903164,70903164_24610535,_just_the_way_you_are_bm,F,1992.0,8.0,DE
70903164,70903164_42999512,_let_it_go,F,1992.0,7.0,DE
70903164,70903164_33440690,_let_it_go,F,1992.0,7.0,DE
70903164,70903164_28169274,_part_of_your_world,F,1992.0,7.0,DE
70903164,70903164_33966927,_let_it_go,F,1992.0,6.0,DE
70916754,70916754_40133488,_hit_me_wth_your_best_sht,F,1973.0,1.0,EN
70916754,70916754_29015896,_part_of_your_world,F,1973.0,1.0,EN
70916754,70916754_40966455,_over_the_rainbow,F,1973.0,1.0,EN
70916754,70916754_29640706,_girls_just_want_have_fun,F,1973.0,0.0,EN
70916754,70916754_29008598,_crazy_patsy,F,1973.0,0.0,EN
70916754,70916754_29011188,_friends_in_low_places,F,1973.0,0.0,EN
70916754,70916754_40477301,_thats_the_way_it_is,F,1973.0,0.0,EN
70916754,70916754_37941776,_the_climb,F,1973.0,0.0,EN
70916754,70916754_29044163,_wind_beneath_my_wings,F,1973.0,0.0,EN
70916754,70916754_37599147,_crazy_patsy,F,1973.0,0.0,EN
70940743,70940743_24844289,_silent_night,F,1991.0,1.0,EN
70940743,70940743_24007423,_danny_boy,F,1991.0,1.0,EN
70940743,70940743_42185609,_dark_side,F,1991.0,0.0,EN
70940743,70940743_41487995,_dark_side,F,1991.0,0.0,EN
70940743,70940743_23355699,_danny_boy,F,1991.0,0.0,EN
70940743,70940743_23079319,_danny_boy,F,1991.0,0.0,EN
70940743,70940743_49985600,_let_it_go,F,1991.0,0.0,EN
70940743,70940743_34071444,_america_the_beautiful,F,1991.0,0.0,EN
70940743,70940743_23396757,_america_the_beautiful,F,1991.0,0.0,EN
70940743,70940743_37006867,_amazing_grace_elvis,F,1991.0,0.0,EN
70943421,70943421_35832208,_pompeii,F,1984.0,3.0,EN
70943421,70943421_35346901,_let_it_go,F,1984.0,2.0,EN
70943421,70943421_35350280,_let_it_go,F,1984.0,1.0,EN
70943421,70943421_35351445,_santeria,F,1984.0,1.0,EN
70943421,70943421_33591665,_drink_a_beer,F,1984.0,1.0,EN
70943421,70943421_35351109,_let_her_go,F,1984.0,1.0,EN
70943421,70943421_39592600,_under_the_sea,F,1984.0,0.0,EN
70943421,70943421_39591156,_under_the_sea,F,1984.0,0.0,EN
70943421,70943421_39590656,_row_row_row_your_boat,F,1984.0,0.0,EN
70943421,70943421_28854779,_all_the_small_things,F,1984.0,0.0,EN
70945242,70945242_29961305,_my_heart_will_go_on,F,1949.0,27.0,EN
70945242,70945242_31185406,_all_the_man_i_need,F,1949.0,15.0,EN
70945242,70945242_39781835,_over_the_rainbow,F,1949.0,14.0,EN
70945242,70945242_42797560,_if_i_aint_got_you,F,1949.0,12.0,EN
70945242,70945242_37525921,_killing_me_softly,F,1949.0,11.0,EN
70945242,70945242_37265912,_you_raise_me_up,F,1949.0,11.0,EN
70945242,70945242_42343559,_from_this_moment,F,1949.0,10.0,EN
70945242,70945242_31089699,_reflection,F,1949.0,10.0,EN
70945242,70945242_33012540,_you_are_not_alone,F,1949.0,10.0,EN
70945242,70945242_42791847,_reflection,F,1949.0,9.0,EN
70957290,70957290_37521845,_careless_whisper,F,1992.0,3.0,EN
70957290,70957290_37810178,_king_of_anything,F,1992.0,2.0,EN
70957290,70957290_38928427,_radioactive,F,1992.0,2.0,EN
70957290,70957290_37524255,_kryptonite,F,1992.0,1.0,EN
70957290,70957290_38358271,_wake_me_up,F,1992.0,1.0,EN
70957290,70957290_37709984,_breakeven,F,1992.0,1.0,EN
70957290,70957290_37525434,_the_way_you_look_tony,F,1992.0,1.0,EN
70957290,70957290_37707910,_how_you_remind_me,F,1992.0,1.0,EN
70957290,70957290_42092234,_because_of_you,F,1992.0,1.0,EN
70957290,70957290_46797739,_fuckin_perfect,F,1992.0,1.0,EN
71297232,71297232_24421780,_forget_you,F,1997.0,1.0,EN
71297232,71297232_25234215,_part_of_your_world,F,1997.0,1.0,EN
71297232,71297232_23964135,_somebody_to_love,F,1997.0,0.0,EN
71297232,71297232_35259363,_climax,F,1997.0,0.0,EN
71297232,71297232_28489203,_adore_you,F,1997.0,0.0,EN
71297232,71297232_33203981,_let_it_go,F,1997.0,0.0,EN
71297232,71297232_33754064,_let_it_go,F,1997.0,0.0,EN
71297232,71297232_31451446,_best_song_ever,F,1997.0,0.0,EN
71297232,71297232_36760797,_let_it_go,F,1997.0,0.0,EN
71297232,71297232_33203519,_adore_you,F,1997.0,0.0,EN
72087265,72087265_41313370,_neon_lights,F,1991.0,5.0,EN
72087265,72087265_42914893,_if_i_aint_got_you,F,1991.0,3.0,EN
72087265,72087265_50950206,_its_all_coming_back,F,1991.0,3.0,EN
72087265,72087265_46331864,_mamas_broken_heart,F,1991.0,3.0,EN
72087265,72087265_46732984,_let_it_go,F,1991.0,2.0,EN
72087265,72087265_50974832,_when_i_was_your_man,F,1991.0,2.0,EN
72087265,72087265_38410991,_neon_lights,F,1991.0,2.0,EN
72087265,72087265_38410727,_the_climb,F,1991.0,2.0,EN
72087265,72087265_41200249,_landslide,F,1991.0,2.0,EN
72087265,72087265_50709015,_all_american_girl,F,1991.0,2.0,EN
72214345,72214345_43100986,_down,M,1990.0,4.0,EN
72214345,72214345_43074484,_stay_rihanna,M,1990.0,4.0,EN
72214345,72214345_43561144,_betcha_by_golly_wow,M,1990.0,4.0,EN
72214345,72214345_42978378,_when_i_was_your_man,M,1990.0,3.0,EN
72214345,72214345_43189222,_you_are_not_alone,M,1990.0,3.0,EN
72214345,72214345_42976406,_ben,M,1990.0,3.0,EN
72214345,72214345_42979059,_apologize,M,1990.0,3.0,EN
72214345,72214345_43096324,_you_make_me_feel_brand,M,1990.0,3.0,EN
72214345,72214345_43071281,_wherever_you_will_go,M,1990.0,2.0,EN
72214345,72214345_44097815,_how_to_save_a_life,M,1990.0,2.0,EN
72479135,72479135_35851986,_wind_beneath_my_wings,F,1941.0,1.0,EN
72479135,72479135_23525784,_grenade,F,1941.0,0.0,EN
72479135,72479135_22421926,_jingle_bell_rock,F,1941.0,0.0,EN
72479135,72479135_23524746,_radioactive,F,1941.0,0.0,EN
72479135,72479135_32262703,_from_this_moment,F,1941.0,0.0,EN
72479135,72479135_22420064,_from_this_moment,F,1941.0,0.0,EN
72479135,72479135_35355544,_from_this_moment,F,1941.0,0.0,EN
72479135,72479135_23066356,_a_holly_jolly_christmas,F,1941.0,0.0,EN
72479135,72479135_35849796,_crazy_patsy,F,1941.0,0.0,EN
72479135,72479135_22420653,_a_holly_jolly_christmas,F,1941.0,0.0,EN
72574438,72574438_41155654,_let_it_go,M,1984.0,2.0,EN
72574438,72574438_35104638,_15_seconds_of_fame,M,1984.0,1.0,EN
72574438,72574438_25642130,_when_i_was_your_man,M,1984.0,1.0,EN
72574438,72574438_21322963,_when_i_was_your_man,M,1984.0,1.0,EN
72574438,72574438_36560218,_treasure_bm,M,1984.0,1.0,EN
72574438,72574438_49347134,_gorilla,M,1984.0,1.0,EN
72574438,72574438_35288415,_it_will_rain,M,1984.0,1.0,EN
72574438,72574438_27693351,_hallelujah,M,1984.0,1.0,EN
72574438,72574438_43779970,_let_it_go,M,1984.0,1.0,EN
72574438,72574438_29028606,_you_are_not_alone,M,1984.0,0.0,EN
72586418,72586418_47290705,_im_a_slave_4_u,F,1987.0,1.0,EN
72586418,72586418_38695500,_mamas_broken_heart,F,1987.0,1.0,EN
72586418,72586418_29698635,_santeria,F,1987.0,1.0,EN
72586418,72586418_30074608,_santeria,F,1987.0,1.0,EN
72586418,72586418_29723109,_santeria,F,1987.0,1.0,EN
72586418,72586418_36593769,_valerie,F,1987.0,1.0,EN
